Brand,URL,Environment,DNS,SSL,AEM,Live,GeoDNS,Server,Redirect,Redirect URL,Google Analytics,Pingu,Comment
FR Gallia,https://rolex-gallia-fr-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
FR Gallia,https://rolex-galliafr-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,N,N,
FR Gallia,https://rolex-galliafr-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,Y,
GR Almiron,https://qrt.nutricia.gr,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutricia.gr,,,
GR Almiron,https://qru.nutricia.gr,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutricia.gr,,,
GR Almiron,https://qrv.nutricia.gr,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutricia.gr,,,
GR Almiron,https://qrw.nutricia.gr,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutricia.gr,,,
GR Almiron,https://qrx.nutricia.gr,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutricia.gr,,,
GR Almiron,https://qry.nutricia.gr,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutricia.gr,,,
GR Almiron,https://qrz.nutricia.gr,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutricia.gr,,,
GR Almiron,https://rolex-almiron-gr-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,,,
GR Almiron,https://rolex-almirongr-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,,,
GR Almiron,https://rolex-almiron-gr-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,,,
HK Aptamil,https://qr.apta.com.hk ,Public prod,Ready,Ready,Ready,Y,N,EU,Y,https://www.apta.com.hk/tc/our_products/?utm_medium=other&utm_source=qrcode&utm_campaign=Product+Package,N,Y,
HK Aptamil,https://qrd.apta.com.hk,Public prod,Ready,Ready,Ready,N,N,EU,N,https://www.apta.com.hk/tc/our_products/?utm_medium=other&utm_source=qrcode&utm_campaign=Product+Package,N,N,
HK Aptamil,https://qrg.apta.com.hk,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.apta.com.hk/tc/our_products/?utm_medium=other&utm_source=qrcode&utm_campaign=Product+Package,N,N,
HK Aptamil,https://qrf.apta.com.hk,Public prod,Ready,Ready,Ready,Y,N,EU,N,https://www.apta.com.hk/tc/our_products/?utm_medium=other&utm_source=qrcode&utm_campaign=Product+Package,Y,N,
HK Aptamil,https://qrz.aptamilessensis.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil,https://rolex-aptamil-hk-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Aptamil,https://rolex-aptamil-hk-prod-64.content.digital4danone.com.cn,Prod Tech,Not Ready,Not Ready,Not Ready,N,N,CN,N,,,,
HK Aptamil,https://rolex-nutriciaprogramhk-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Aptamil,https://rolex-nutriciaprogramhk-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,Y,
HK Aptamil HMO,https://qrd.aptamilessensis.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,https://www.apta.com.hk/our-products.html,N,N,
HK Aptamil HMO,https://qre.aptamilessensis.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,https://www.apta.com.hk/our-products.html,N,N,
HK Aptamil HMO,https://qrx.aptamilessensis.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil HMO,https://rolex-aptamilhk-hmo-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Not Ready,N,N,EU,N,,,,
HK Aptamil HMO,https://rolex-aptamilhkhmo-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,,,
HK Aptamil HMO,https://rolex-aptamilhk-hmo-staging-64.content.digital4danone.com,Staging,Ready,Ready,Not Ready,N,N,EU,N,,,,
HK Aptamil HMO,https://rolex-aptamilhk-hmo-prod-64.content.digital4danone.com.cn,Prod Tech,Not Ready,Ready,Not Ready,N,N,CN,,,,,
HK Aptamil HMO,https://rolex-aptamilhk-hmo-staging-64.content.digital4danone.com.cn,Staging,Ready,Ready,Not Ready,N,N,CN,N,,,,
HK Aptamil PHP,https://qrf.aptamilessensis.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,https://www.apta.com.hk/our-products.html,N,N,
HK Aptamil PHP,https://qrg.aptamilessensis.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,https://www.apta.com.hk/our-products.html,N,N,
HK Aptamil PHP,https://qry.aptamilessensis.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil PHP,https://rolex-aptamilhk-php-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Not Ready,N,N,EU,N,,,,
HK Aptamil PHP,https://rolex-aptamilhkphp-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,,,
HK Aptamil PHP,https://rolex-aptamilhk-php-staging-64.content.digital4danone.com,Staging,Ready,Ready,Not Ready,N,N,EU,N,,,,
HK Aptamil PHP,https://rolex-aptamilhk-php-prod-64.content.digital4danone.com.cn,Prod Tech,Not Ready,Ready,Not Ready,N,N,CN,N,,,,
HK Aptamil PHP,https://rolex-aptamilhk-php-staging-64.content.digital4danone.com.cn,Staging,Ready,Ready,Not Ready,N,N,CN,N,,,,
HK Aptamil Synbio,https://aptamilhk.content.digital4danone.com.cn  ,Public prod,Ready,Ready,Ready,N,N,CN,N,,N,N,simplepage.html (content of : https://www.apta.com.hk/our-products.html )
HK Aptamil Synbio,https://qr.aptamil-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil Synbio,https://qrs.aptamil-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil Synbio,https://qrt.aptamil-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil Synbio,https://qru.aptamil-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil Synbio,https://qrv.aptamil-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil Synbio,https://qrw.aptamil-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK Aptamil Synbio,https://rolex-aptamilhk-synbio-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Aptamil Synbio,https://rolex-aptamilhk-synbio-prod-64-cn.content.digital4danone.com.cn,Prod Tech,Ready,Ready,Ready,N,N,CN,N,,N,N,
HK Aptamil Synbio,https://rolex-aptamilhksynbio-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,CN,N,,N,N,
HK Aptamil Synbio,https://rolex-aptamilhk-synbio-staging-64.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Aptamil Synbio,https://aptamilhk-staging.content.digital4danone.com.cn  ,Staging,Ready,Ready,Ready,N,N,CN,N,,N,N,simplepage.html (content of : https://www.apta.com.hk/our-products.html )
HK Aptamil Synbio,https://rolex-aptamilhk-synbio-staging-64-cn.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,Y,CN,N,,N,Y,
HK C&G,https://cowandgatehk.content.digital4danone.com.cn,Public prod,Ready,Ready,Ready,N,N,CN,N,,N,N,Content of https://www.cghappykids.com.hk/all-products.html
HK C&G,https://qr.cowgate-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK C&G,https://qrs.cowgate-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK C&G,https://qrt.cowgate-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,https://www.cghappykids.com.hk/all-products.html,N,N,
HK C&G,https://qr.cghappykids.com.hk ,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.cghappykids.com.hk/all-products.html,N,N,
HK C&G,https://qrs.cghappykids.com.hk,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.cghappykids.com.hk/all-products.html,N,N,
HK C&G,https://qrt.cghappykids.com.hk,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.cghappykids.com.hk/all-products.html,N,N,
HK C&G,https://qru.cowgate-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK C&G,https://qrv.cowgate-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK C&G,https://qrw.cowgate-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
HK C&G,https://rolex-cowandgate-hk-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK C&G,https://rolex-cowandgate-hk-prod-64.content.digital4danone.com.cn,Prod Tech,Ready,Ready,Ready,N,N,CN,Y,,N,N,
HK C&G,https://rolex-cowandgatehk-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK C&G,https://rolex-cowandgatehk-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,Y,
HK C&G,https://cowandgatehk-staging.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,N,CN,N,,N,N,Content of https://www.cghappykids.com.hk/all-products.html
HK C&G,https://rolex-cowandgatehk-staging-64.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,Y,CN,N,,N,N,
HK Nutrilon,https://rolex-nutrilonhk-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Nutrilon,https://rolex-nutrilonhk-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,Y,
HK Nutrilon Organic,https://rolex-nutrilon-hk-organic-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Not ready,N,,EU,,,,,
HK Nutrilon Organic,https://rolex-nutrilon-hk-organic-prod-64-cn.content.digital4danone.com.cn,Prod Tech,Ready,Ready,Not ready,N,,CN,,,,,
HK Nutrilon Organic,https://rolex-nutrilon-hk-organic-staging-64.content.digital4danone.com,Staging,Ready,Ready,Not ready,N,,EU,,,,,
HK Nutrilon Organic,https://rolex-nutrilon-hk-organic-staging-64.content.digital4danone.com.cn,Staging,Ready,Ready,Not ready,N,,CN,,,,,
HK Nutrilon Organic,https://rolex-nutrilonhk-organic-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Not ready,N,,EU,,,,,
HK Nutrilon ThinkGreen,https://nutrilonhk.content.digital4danone.com.cn,Public prod,Ready,Ready,Ready,N,N,CN,Y,https://nutrilonhk.digital4danone.com.cn/simplepage.html,N,N,
HK Nutrilon ThinkGreen,https://qr.nutrilon-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,"EU: http://www.nutriciaeln.com.hk/product-3
CN: https://nutrilonhk.digital4danone.com.cn/simplepage.html",N,N,
HK Nutrilon ThinkGreen,https://qrs.nutrilon-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,"EU: http://www.nutriciaeln.com.hk/product-3
CN: https://nutrilonhk.digital4danone.com.cn/simplepage.html",N,N,
HK Nutrilon ThinkGreen,https://qrt.nutriciaeln.com.hk,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.nutriciaeln.com.hk,N,N,
HK Nutrilon ThinkGreen,https://qru.nutrilon-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,"EU: http://www.nutriciaeln.com.hk/product-3
CN: https://nutrilonhk.digital4danone.com.cn/simplepage.html",N,N,
HK Nutrilon ThinkGreen,https://qr.nutriciaeln.com.hk,Public prod,Ready,Ready,Ready,Y,N,EU,N,http://www.nutriciaeln.com.hk,Y,N,
HK Nutrilon ThinkGreen,https://qrv.nutrilon-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,"EU: http://www.nutriciaeln.com.hk/product-3
CN: https://nutrilonhk.digital4danone.com.cn/simplepage.html",N,N,
HK Nutrilon ThinkGreen,https://qrw.nutrilon-hk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,"EU: http://www.nutriciaeln.com.hk/product-3
CN: https://nutrilonhk.digital4danone.com.cn/simplepage.html",N,N,
HK Nutrilon ThinkGreen,https://qrt.nutrilon-hk.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutri-baby.com.hk,N,N,
HK Nutrilon thinkGreen,https://rolex-nutrilon-hk-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Nutrilon ThinkGreen,https://rolex-nutrilon-hk-thinkgreen-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Nutrilon ThinkGreen,https://rolex-nutrilon-hk-thinkgreen-prod-64-cn.content.digital4danone.com.cn,Prod Tech,Ready,Ready,Ready,N,N,CN,N,,N,N,
HK Nutrilon ThinkGreen,https://rolex-nutrilonhk-thinkgreen-staging-64.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,N,
HK Nutrilon ThinkGreen,https://nutrilonhk-staging.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,N,CN,Y,https://nutrilonhk.digital4danone.com.cn/simplepage.html,N,N,
HK Nutrilon ThinkGreen,https://rolex-nutrilonhk-thinkgreen-staging-64-cn.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,Y,CN,N,,N,Y,
IT Aptamil,https://qr.aptaclub.it,Public prod,Ready,Not ready,Not ready,N,N,EU,Y,https://www.aptaclub.it/?utm_source=rlx&utm_medium=qr&utm_campaign=st_3,N,N,
IT Aptamil,https://qrs.aptaclub.it,Public prod,Ready,Not ready,Not ready,N,N,EU,Y,https://www.aptaclub.it/?utm_source=rlx&utm_medium=qr&utm_campaign=st_1,N,N,
IT Aptamil,https://qrt.aptaclub.it ,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.aptaclub.it/,,,
IT Aptamil,https://qru.aptaclub.it ,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.aptaclub.it/,,,
IT Aptamil,https://qrv.aptaclub.it ,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.aptaclub.it/,,,
IT Aptamil,https://qrw.aptaclub.it ,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.aptaclub.it/,,,
IT Aptamil,https://qrx.aptaclub.it ,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.aptaclub.it/,,,
IT Aptamil,https://qry.aptaclub.it ,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.aptaclub.it/,,,
IT Aptamil,https://qrz.aptaclub.it ,Public prod,Ready,Ready,Ready,N,N,EU,Y,http://www.aptaclub.it/,,,
IT Aptamil,https://rolex-aptamilit-prod-64-eu.content.digital4danone.com,Prod Tech,Ready,Ready,Not ready,N,N,EU,N,,N,N,
IT Aptamil,https://rolex-aptamilit-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Not ready,N,N,EU,N,,N,N,
IT Aptamil,https://rolex-aptamilit-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Not ready,N,N,EU,N,,N,N,
ME Aptamil,https://qru.apta-advice.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.apta-advice.com/products/#,,,
ME Aptamil,https://qrv.apta-advice.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.apta-advice.com/products/#,,,
ME Aptamil,https://qrw.apta-advice.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.apta-advice.com/products/#,,,
ME Aptamil,https://qrs.apta-advice.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.apta-advice.com/products/#,,,
ME Aptamil,https://qrt.apta-advice.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.apta-advice.com/products/#,,,
ME Aptamil,https://rolex-aptamil-me-prod-64.content.digital4danone.com,Prod Tech,Not ready,Ready,Not ready,N,,EU,,,,,
ME Aptamil,https://rolex-aptamil-me-organic-staging-64.content.digital4danone.com,Staging,Not ready,Ready,Not ready,N,,EU,,,,,
ME Aptamil,https://rolex-aptamilme-organic-rc-64-eu.aem.digital4danone.com,RC,Not ready,Ready,Not ready,N,,EU,,,,,
NL Nutrilon,https://nutrilonnl.content.digital4danone.com.cn,Public prod,Ready,Ready,Ready,N,N,CN,Y,,N,N,Content of https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2
NL Nutrilon,https://qr.nutrilon.nl,Public prod,Ready,Ready,Ready,Y,N,EU,Y,https://www.nutriciavoorjou.nl/nutrilon/qr/?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,,,
NL Nutrilon,https://qr.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qrs.nutrilon.nl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.nutriciavoorjou.nl/nutrilon/qr/?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,,,
NL Nutrilon,https://qrs.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qrt.nutrilon.nl,Public prod,Ready,Ready,Ready,Y,N,EU,N,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,Y,Y,
NL Nutrilon,https://rolex-nutrilon-nl-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
NL Nutrilon,https://qrt.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://qrt.nutrilon.nl,N,N,
NL Nutrilon,https://qru.nutrilon.nl,Public prod,Not ready,Ready,Not ready,N,N,EU,,,,,
NL Nutrilon,https://qru.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qrv.nutrilon.nl,Public prod,Not ready,Ready,Not ready,N,N,EU,,,,,
NL Nutrilon,https://qrv.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qrw.nutrilon.nl,Public prod,Not ready,Ready,Not ready,N,N,EU,,,,,
NL Nutrilon,https://qrw.nutrilon-nl.com,Public prod,Ready,Ready,Not ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qra.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qrb.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qrc.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qrd.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://qre.nutrilon-nl.com,Public prod,Ready,Ready,Ready,Y,Y,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://rolex-nutrilon-nl-prod-64-cn.content.digital4danone.com.cn,Prod Tech,Ready,Ready,Ready,N,N,CN,N,,N,N,
NL Nutrilon,https://rolex-nutrilonhollandcn-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,N,N,
NL Nutrilon,https://rolex-nutrilonhollandcn-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,Y,
NL Nutrilon,https://nutrilonnl-staging.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,N,CN,Y,https://www.nutriciavoorjou.nl/nutrilon/producten/QR?utm_source=qr_code&utm_medium=qr&utm_campaign=phase_2,N,N,
NL Nutrilon,https://rolex-nutrilonhollandcn-staging-64-cn.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,Y,CN,N,,N,Y,
NZ Aptamil,https://rolex-aptamil-nz-prod-64.content.digital4danone.com,Prod Tech,Not needed,Not needed,Not needed,N,N,EU,N,,N,N,
NZ Aptamil,https://rolex-aptamilnz-rc-64-eu.aem.digital4danone.com,RC,Not needed,Not needed,Not needed,N,N,EU,N,,N,N,
NZ Aptamil,https://rolex-aptamilnz-staging-64-eu.content.digital4danone.com,Staging,Not needed,Not needed,Not needed,N,N,EU,N,,N,Y,
NZ Karicare,https://rolex-karinourish-nz-prod-64.content.digital4danone.com,Prod Tech,Not needed,Not needed,Not needed,N,N,EU,N,,N,N,
NZ Karicare,https://rolex-karinourishnz-rc-64-eu.aem.digital4danone.com,RC,Not needed,Not needed,Not needed,N,N,EU,N,,N,N,
NZ Karicare,https://rolex-karinourishnz-staging-64-eu.content.digital4danone.com,Staging,Not needed,Not needed,Not needed,N,N,EU,N,,N,Y,
PL Bebilon,https://qrt.bebiprogram.pl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.bebiprogram.pl/produkty/bebilon-2-advance,,,
PL Bebilon,https://qru.bebiprogram.pl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.bebiprogram.pl/produkty/bebilon-2-advance,,,
PL Bebilon,https://qrv.bebiprogram.pl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.bebiprogram.pl/produkty/bebilon-2-advance,,,
PL Bebilon,https://qrw.bebiprogram.pl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.bebiprogram.pl/produkty/bebilon-2-advance,,,
PL Bebilon,https://qrx.bebiprogram.pl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.bebiprogram.pl/produkty/bebilon-2-advance,,,
PL Bebilon,https://qry.bebiprogram.pl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.bebiprogram.pl/produkty/bebilon-2-advance,,,
PL Bebilon,https://qrz.bebiprogram.pl,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://www.bebiprogram.pl/produkty/bebilon-2-advance,,,
TR Aptamil,https://qrs.ilkadimlarim.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://ilkadimlarim.com/devam-sutu-ne-kadar-verilmeli,,,
TR Aptamil,https://qrt.ilkadimlarim.com,Public prod,Ready,Ready,Ready,Y,N,EU,Y,https://ilkadimlarim.com/devam-sutu-ne-kadar-verilmeli,,,
TR Aptamil,https://qru.ilkadimlarim.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://ilkadimlarim.com/devam-sutu-ne-kadar-verilmeli,,,
TR Aptamil,https://qrv.ilkadimlarim.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://ilkadimlarim.com/devam-sutu-ne-kadar-verilmeli,,,
TR Aptamil,https://qrw.ilkadimlarim.com,Public prod,Ready,Ready,Ready,N,N,EU,Y,https://ilkadimlarim.com/devam-sutu-ne-kadar-verilmeli,,,
TR Aptamil,https://rolex-aptamil-tr-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Not Ready,N,N,EU,N,,,,
TR Aptamil,https://rolex-aptamiltr-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Not Ready,N,N,EU,N,,,,
TR Aptamil,https://rolex-aptamil-tr-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Not Ready,N,N,EU,N,,,,
UK Aptamil,https://aptamiluk.content.digital4danone.com.cn,Public prod,Ready,Ready,Ready,N,N,CN,N,,N,N,Content of https://www.aptaclub.co.uk/products/quality-affairs.html
UK Aptamil,https://qr.aptamil-uk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
UK Aptamil,https://qrs.aptamil-uk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
UK Aptamil,https://qrt.aptamil-uk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
UK Aptamil,https://qr.aptaclub.co.uk ,Public prod,Ready,Ready,Ready,N,N,EU,Y,"Ireland: https://www.aptaclub.ie/aptamil-quality-assurance/
Others: https://www.aptaclub.co.uk/products/quality-affairs.html",N,Y,"For ireland consumers, redirect to 1 url. For other countries, redirect to another url"
UK Aptamil,https://qrs.aptaclub.co.uk,Public prod,Ready,Ready,Ready,N,N,EU,Y,"Ireland: https://www.aptaclub.ie/aptamil-quality-assurance/
Others: https://www.aptaclub.co.uk/products/quality-affairs.html",N,N,"For ireland consumers, redirect to 1 url. For other countries, redirect to another url"
UK Aptamil,https://qrt.aptaclub.co.uk,Public prod,Ready,Ready,Ready,N,N,EU,Y,"IE: https://www.aptaclub.ie/aptamil-quality-assurance/
Others: https://www.aptaclub.co.uk/products/quality-affairs.html",N,N,
UK Aptamil,https://qrv.aptaclub.co.uk,Public prod,Ready,Ready,Ready,N,N,EU,Y,"Ireland: https://www.aptaclub.ie/aptamil-quality-assurance/
Others: https://www.aptaclub.co.uk/products/quality-affairs.html",N,N,"For ireland consumers, redirect to 1 url. For other countries, redirect to another url"
UK Aptamil,https://qru.aptamil-uk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
UK Aptamil,https://qrv.aptamil-uk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
UK Aptamil,https://qrw.aptamil-uk.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
UK Aptamil,https://qrt.aptamil-ukie.com,Public prod,Ready,Ready,Ready,N,Y,CN,Y,,N,N,
UK Aptamil,https://rolex-aptaclub-uk-prod-64.content.digital4danone.com,Prod Tech,Ready,Ready,Ready,N,N,EU,N,,N,N,
UK Aptamil,https://rolex-aptaclub-uk-prod-64.content.digital4danone.com.cn,Prod Tech,Ready,Ready,Ready,N,N,CN,Y,,N,N,
UK Aptamil,https://rolex-aptaclubuk-rc-64-eu.aem.digital4danone.com,RC,Ready,Ready,Ready,N,N,EU,N,,N,N,
UK Aptamil,https://rolex-aptaclubuk-staging-64-eu.content.digital4danone.com,Staging,Ready,Ready,Ready,N,N,EU,N,,N,Y,
UK Aptamil,https://aptamiluk-staging.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,N,CN,N,,N,N,Content of https://www.aptaclub.co.uk/products/quality-affairs.html
UK Aptamil,https://rolex-aptaclubuk-staging-64.content.digital4danone.com.cn,Staging,Ready,Ready,Ready,N,Y,CN,N,,N,N,
